amount,bill_usage,service,tran_date,account
21.06,5400,PWS,31-10-15,10-1067V
11.16,3600,PWS,30-11-15,10-1067V
12.8,3200,PWS,31-12-15,10-1067V
5.27,1700,PWS,31-01-16,10-1067V
0,0,PWS,29-02-16,10-1067V
0,0,PWS,31-03-16,10-1067V
0,0,PWS,30-04-16,10-1067V
13.3,3500,PWS,31-05-16,10-1067V
18.5,3700,PWS,30-06-16,10-1067V
95.79,2000,WATER,31-07-15,6-5861L
49.7,1000,WATER,31-08-15,6-5861L
159.75,3200,WATER,30-09-15,6-5861L
79.8,1700,WATER,31-10-15,6-5861L
62.6,1300,WATER,30-11-15,6-5861L
58.3,1200,WATER,31-12-15,6-5861L
85.13,1800,WATER,31-01-16,6-5861L
58.3,1200,WATER,29-02-16,6-5861L
49.7,1000,WATER,31-03-16,6-5861L
85.13,1800,WATER,30-04-16,6-5861L
101.12,2100,WATER,31-05-16,6-5861L
101.12,2100,WATER,30-06-16,6-5861L
0,0,PWS,31-07-15,6-5861L
0,0,PWS,31-08-15,6-5861L
12.16,3200,PWS,30-09-15,6-5861L
6.63,1700,PWS,31-10-15,6-5861L
4.03,1300,PWS,30-11-15,6-5861L
4.8,1200,PWS,31-12-15,6-5861L
5.58,1800,PWS,31-01-16,6-5861L
0,0,PWS,29-02-16,6-5861L
0,0,PWS,31-03-16,6-5861L
0,0,PWS,30-04-16,6-5861L
7.98,2100,PWS,31-05-16,6-5861L
10.5,2100,PWS,30-06-16,6-5861L
54,1100,WATER,31-07-15,14-9807K
106.45,2200,WATER,31-08-15,14-9807K
62.6,1300,WATER,30-09-15,14-9807K
66.9,1400,WATER,31-10-15,14-9807K
42.7,800,WATER,30-11-15,14-9807K
46.2,900,WATER,31-12-15,14-9807K
75.5,1600,WATER,31-01-16,14-9807K
49.7,1000,WATER,29-02-16,14-9807K
35.7,600,WATER,31-03-16,14-9807K
39.2,700,WATER,30-04-16,14-9807K
35.7,600,WATER,31-05-16,14-9807K
42.7,800,WATER,30-06-16,14-9807K
0,0,PWS,31-07-15,14-9807K
0,0,PWS,31-08-15,14-9807K
4.94,1300,PWS,30-09-15,14-9807K
5.46,1400,PWS,31-10-15,14-9807K
2.48,800,PWS,30-11-15,14-9807K
3.6,900,PWS,31-12-15,14-9807K
4.96,1600,PWS,31-01-16,14-9807K
0,0,PWS,29-02-16,14-9807K
0,0,PWS,31-03-16,14-9807K
0,0,PWS,30-04-16,14-9807K
2.28,600,PWS,31-05-16,14-9807K
4,800,PWS,30-06-16,14-9807K
133.1,2700,WATER,31-07-15,2-7156S
149.09,3000,WATER,31-08-15,2-7156S
229.04,4500,WATER,30-09-15,2-7156S
281.85,5400,WATER,31-10-15,2-7156S
165.08,3300,WATER,30-11-15,2-7156S
90.46,1900,WATER,31-12-15,2-7156S
75.5,1600,WATER,31-01-16,2-7156S
58.3,1200,WATER,29-02-16,2-7156S
106.45,2200,WATER,31-03-16,2-7156S
58.3,1200,WATER,30-04-16,2-7156S
127.77,2600,WATER,31-05-16,2-7156S
170.41,3400,WATER,30-06-16,2-7156S
0,0,PWS,31-07-15,2-7156S
0,0,PWS,31-08-15,2-7156S
17.1,4500,PWS,30-09-15,2-7156S
21.06,5400,PWS,31-10-15,2-7156S
10.23,3300,PWS,30-11-15,2-7156S
7.6,1900,PWS,31-12-15,2-7156S
4.96,1600,PWS,31-01-16,2-7156S
0,0,PWS,29-02-16,2-7156S
0,0,PWS,31-03-16,2-7156S
0,0,PWS,30-04-16,2-7156S
9.88,2600,PWS,31-05-16,2-7156S
17,3400,PWS,30-06-16,2-7156S
181.07,3600,WATER,31-07-15,1-5164Y
79.8,1700,WATER,31-08-15,1-5164Y
54,1100,WATER,30-09-15,1-5164Y
101.12,2100,WATER,31-10-15,1-5164Y
101.12,2100,WATER,30-11-15,1-5164Y
127.77,2600,WATER,31-12-15,1-5164Y
58.3,1200,WATER,31-01-16,1-5164Y
28.7,400,WATER,29-02-16,1-5164Y
32.2,500,WATER,31-03-16,1-5164Y
85.13,1800,WATER,30-04-16,1-5164Y
66.9,1400,WATER,31-05-16,1-5164Y
111.78,2300,WATER,30-06-16,1-5164Y
0,0,PWS,31-07-15,1-5164Y
0,0,PWS,31-08-15,1-5164Y
4.18,1100,PWS,30-09-15,1-5164Y
8.19,2100,PWS,31-10-15,1-5164Y
6.51,2100,PWS,30-11-15,1-5164Y
10.4,2600,PWS,31-12-15,1-5164Y
3.72,1200,PWS,31-01-16,1-5164Y
0,0,PWS,29-02-16,1-5164Y
0,0,PWS,31-03-16,1-5164Y
0,0,PWS,30-04-16,1-5164Y
5.32,1400,PWS,31-05-16,1-5164Y
11.5,2300,PWS,30-06-16,1-5164Y
25.2,300,WATER,31-07-15,15-8726L
32.2,500,WATER,31-08-15,15-8726L
28.7,400,WATER,30-09-15,15-8726L
25.2,300,WATER,31-10-15,15-8726L
28.7,400,WATER,30-11-15,15-8726L
25.2,300,WATER,31-12-15,15-8726L
25.2,300,WATER,31-01-16,15-8726L
25.2,300,WATER,29-02-16,15-8726L
21.7,200,WATER,31-03-16,15-8726L
28.7,400,WATER,30-04-16,15-8726L
25.2,300,WATER,31-05-16,15-8726L
25.2,300,WATER,30-06-16,15-8726L
0,0,PWS,31-07-15,15-8726L
0,0,PWS,31-08-15,15-8726L
1.52,400,PWS,30-09-15,15-8726L
1.17,300,PWS,31-10-15,15-8726L
1.24,400,PWS,30-11-15,15-8726L
1.2,300,PWS,31-12-15,15-8726L
0.93,300,PWS,31-01-16,15-8726L
0,0,PWS,29-02-16,15-8726L
0,0,PWS,31-03-16,15-8726L
0,0,PWS,30-04-16,15-8726L
1.14,300,PWS,31-05-16,15-8726L
1.5,300,PWS,30-06-16,15-8726L
197.06,3900,WATER,31-07-15,13-7966V
138.43,2800,WATER,31-08-15,13-7966V
106.45,2200,WATER,30-09-15,13-7966V
90.46,1900,WATER,31-10-15,13-7966V
90.46,1900,WATER,30-11-15,13-7966V
62.6,1300,WATER,31-12-15,13-7966V
42.7,800,WATER,31-01-16,13-7966V
32.2,500,WATER,29-02-16,13-7966V
32.2,500,WATER,31-03-16,13-7966V
42.7,800,WATER,30-04-16,13-7966V
49.7,1000,WATER,31-05-16,13-7966V
62.6,1300,WATER,30-06-16,13-7966V
0,0,PWS,31-07-15,13-7966V
0,0,PWS,31-08-15,13-7966V
8.36,2200,PWS,30-09-15,13-7966V
7.41,1900,PWS,31-10-15,13-7966V
5.89,1900,PWS,30-11-15,13-7966V
5.2,1300,PWS,31-12-15,13-7966V
2.48,800,PWS,31-01-16,13-7966V
0,0,PWS,29-02-16,13-7966V
0,0,PWS,31-03-16,13-7966V
0,0,PWS,30-04-16,13-7966V
3.8,1000,PWS,31-05-16,13-7966V
6.5,1300,PWS,30-06-16,13-7966V
191.73,3800,WATER,31-07-15,10-7951R
127.77,2600,WATER,31-08-15,10-7951R
186.4,3700,WATER,30-09-15,10-7951R
175.74,3500,WATER,31-10-15,10-7951R
79.8,1700,WATER,30-11-15,10-7951R
71.2,1500,WATER,31-12-15,10-7951R
58.3,1200,WATER,31-01-16,10-7951R
101.12,2100,WATER,29-02-16,10-7951R
79.8,1700,WATER,31-03-16,10-7951R
122.44,2500,WATER,30-04-16,10-7951R
106.45,2200,WATER,31-05-16,10-7951R
138.43,2800,WATER,30-06-16,10-7951R
0,0,PWS,31-07-15,10-7951R
0,0,PWS,31-08-15,10-7951R
14.06,3700,PWS,30-09-15,10-7951R
13.65,3500,PWS,31-10-15,10-7951R
5.27,1700,PWS,30-11-15,10-7951R
6,1500,PWS,31-12-15,10-7951R
3.72,1200,PWS,31-01-16,10-7951R
0,0,PWS,29-02-16,10-7951R
0,0,PWS,31-03-16,10-7951R
0,0,PWS,30-04-16,10-7951R
8.36,2200,PWS,31-05-16,10-7951R
14,2800,PWS,30-06-16,10-7951R
143.76,2900,WATER,31-07-15,4-9243C
106.45,2200,WATER,31-08-15,4-9243C
175.74,3500,WATER,30-09-15,4-9243C
85.13,1800,WATER,31-10-15,4-9243C
117.11,2400,WATER,30-11-15,4-9243C
49.7,1000,WATER,31-12-15,4-9243C
66.9,1400,WATER,31-01-16,4-9243C
54,1100,WATER,29-02-16,4-9243C
49.7,1000,WATER,31-03-16,4-9243C
35.7,600,WATER,30-04-16,4-9243C
75.5,1600,WATER,31-05-16,4-9243C
111.78,2300,WATER,30-06-16,4-9243C
0,0,PWS,31-07-15,4-9243C
0,0,PWS,31-08-15,4-9243C
13.3,3500,PWS,30-09-15,4-9243C
7.02,1800,PWS,31-10-15,4-9243C
7.44,2400,PWS,30-11-15,4-9243C
4,1000,PWS,31-12-15,4-9243C
4.34,1400,PWS,31-01-16,4-9243C
0,0,PWS,29-02-16,4-9243C
0,0,PWS,31-03-16,4-9243C
0,0,PWS,30-04-16,4-9243C
6.08,1600,PWS,31-05-16,4-9243C
11.5,2300,PWS,30-06-16,4-9243C
21.7,200,WATER,31-07-15,14-5155C
28.7,400,WATER,31-08-15,14-5155C
21.7,200,WATER,30-09-15,14-5155C
21.7,200,WATER,31-10-15,14-5155C
25.2,300,WATER,30-11-15,14-5155C
21.7,200,WATER,31-12-15,14-5155C
21.7,200,WATER,31-01-16,14-5155C
18.2,100,WATER,29-02-16,14-5155C
21.7,200,WATER,31-03-16,14-5155C
21.7,200,WATER,30-04-16,14-5155C
21.7,200,WATER,31-05-16,14-5155C
25.2,300,WATER,30-06-16,14-5155C
0,0,PWS,31-07-15,14-5155C
0,0,PWS,31-08-15,14-5155C
0.76,200,PWS,30-09-15,14-5155C
0.78,200,PWS,31-10-15,14-5155C
0.93,300,PWS,30-11-15,14-5155C
0.8,200,PWS,31-12-15,14-5155C
0.62,200,PWS,31-01-16,14-5155C
0,0,PWS,29-02-16,14-5155C
0,0,PWS,31-03-16,14-5155C
0,0,PWS,30-04-16,14-5155C
0.76,200,PWS,31-05-16,14-5155C
1.5,300,PWS,30-06-16,14-5155C
213.05,4200,WATER,31-07-15,14-1437B
101.12,2100,WATER,31-08-15,14-1437B
90.46,1900,WATER,30-09-15,14-1437B
79.8,1700,WATER,31-10-15,14-1437B
71.2,1500,WATER,30-11-15,14-1437B
66.9,1400,WATER,31-12-15,14-1437B
49.7,1000,WATER,31-01-16,14-1437B
46.2,900,WATER,29-02-16,14-1437B
35.7,600,WATER,31-03-16,14-1437B
54,1100,WATER,30-04-16,14-1437B
62.6,1300,WATER,31-05-16,14-1437B
85.13,1800,WATER,30-06-16,14-1437B
0,0,PWS,31-07-15,14-1437B
0,0,PWS,31-08-15,14-1437B
7.22,1900,PWS,30-09-15,14-1437B
6.63,1700,PWS,31-10-15,14-1437B
4.65,1500,PWS,30-11-15,14-1437B
5.6,1400,PWS,31-12-15,14-1437B
3.1,1000,PWS,31-01-16,14-1437B
0,0,PWS,29-02-16,14-1437B
0,0,PWS,31-03-16,14-1437B
0,0,PWS,30-04-16,14-1437B
4.94,1300,PWS,31-05-16,14-1437B
9,1800,PWS,30-06-16,14-1437B
218.38,4300,WATER,31-07-15,15-6578L
133.1,2700,WATER,31-08-15,15-6578L
79.8,1700,WATER,30-09-15,15-6578L
101.12,2100,WATER,31-10-15,15-6578L
95.79,2000,WATER,30-11-15,15-6578L
85.13,1800,WATER,31-12-15,15-6578L
71.2,1500,WATER,31-01-16,15-6578L
46.2,900,WATER,29-02-16,15-6578L
32.2,500,WATER,31-03-16,15-6578L
39.2,700,WATER,30-04-16,15-6578L
106.45,2200,WATER,31-05-16,15-6578L
165.08,3300,WATER,30-06-16,15-6578L
0,0,PWS,31-07-15,15-6578L
0,0,PWS,31-08-15,15-6578L
6.46,1700,PWS,30-09-15,15-6578L
8.19,2100,PWS,31-10-15,15-6578L
6.2,2000,PWS,30-11-15,15-6578L
7.2,1800,PWS,31-12-15,15-6578L
4.65,1500,PWS,31-01-16,15-6578L
0,0,PWS,29-02-16,15-6578L
0,0,PWS,31-03-16,15-6578L
0,0,PWS,30-04-16,15-6578L
8.36,2200,PWS,31-05-16,15-6578L
16.5,3300,PWS,30-06-16,15-6578L
54,1100,WATER,31-07-15,1-8806Q
39.2,700,WATER,31-08-15,1-8806Q
35.7,600,WATER,30-09-15,1-8806Q
42.7,800,WATER,31-10-15,1-8806Q
39.2,700,WATER,30-11-15,1-8806Q
42.7,800,WATER,31-12-15,1-8806Q
32.2,500,WATER,31-01-16,1-8806Q
28.7,400,WATER,29-02-16,1-8806Q
28.7,400,WATER,31-03-16,1-8806Q
28.7,400,WATER,30-04-16,1-8806Q
28.7,400,WATER,31-05-16,1-8806Q
35.7,600,WATER,30-06-16,1-8806Q
0,0,PWS,31-07-15,1-8806Q
0,0,PWS,31-08-15,1-8806Q
2.28,600,PWS,30-09-15,1-8806Q
3.12,800,PWS,31-10-15,1-8806Q
2.17,700,PWS,30-11-15,1-8806Q
3.2,800,PWS,31-12-15,1-8806Q
1.55,500,PWS,31-01-16,1-8806Q
0,0,PWS,29-02-16,1-8806Q
0,0,PWS,31-03-16,1-8806Q
0,0,PWS,30-04-16,1-8806Q
1.52,400,PWS,31-05-16,1-8806Q
3,600,PWS,30-06-16,1-8806Q
58.3,1200,WATER,31-07-15,5-9288N
71.2,1500,WATER,31-08-15,5-9288N
49.7,1000,WATER,30-09-15,5-9288N
66.9,1400,WATER,31-10-15,5-9288N
54,1100,WATER,30-11-15,5-9288N
39.2,700,WATER,31-12-15,5-9288N
42.7,800,WATER,31-01-16,5-9288N
32.2,500,WATER,29-02-16,5-9288N
35.7,600,WATER,31-03-16,5-9288N
42.7,800,WATER,30-04-16,5-9288N
54,1100,WATER,31-05-16,5-9288N
54,1100,WATER,30-06-16,5-9288N
0,0,PWS,31-07-15,5-9288N
0,0,PWS,31-08-15,5-9288N
3.8,1000,PWS,30-09-15,5-9288N
5.46,1400,PWS,31-10-15,5-9288N
3.41,1100,PWS,30-11-15,5-9288N
2.8,700,PWS,31-12-15,5-9288N
2.48,800,PWS,31-01-16,5-9288N
0,0,PWS,29-02-16,5-9288N
0,0,PWS,31-03-16,5-9288N
0,0,PWS,30-04-16,5-9288N
4.18,1100,PWS,31-05-16,5-9288N
5.5,1100,PWS,30-06-16,5-9288N
32.2,500,WATER,31-07-15,10-7850L
32.2,500,WATER,31-08-15,10-7850L
32.2,500,WATER,30-09-15,10-7850L
85.13,1800,WATER,31-10-15,10-7850L
49.7,1000,WATER,30-11-15,10-7850L
25.2,300,WATER,31-12-15,10-7850L
28.7,400,WATER,31-01-16,10-7850L
21.7,200,WATER,29-02-16,10-7850L
21.7,200,WATER,31-03-16,10-7850L
25.2,300,WATER,30-04-16,10-7850L
21.7,200,WATER,31-05-16,10-7850L
32.2,500,WATER,30-06-16,10-7850L
0,0,PWS,31-07-15,10-7850L
0,0,PWS,31-08-15,10-7850L
1.9,500,PWS,30-09-15,10-7850L
7.02,1800,PWS,31-10-15,10-7850L
3.1,1000,PWS,30-11-15,10-7850L
1.2,300,PWS,31-12-15,10-7850L
1.24,400,PWS,31-01-16,10-7850L
0,0,PWS,29-02-16,10-7850L
0,0,PWS,31-03-16,10-7850L
0,0,PWS,30-04-16,10-7850L
0.76,200,PWS,31-05-16,10-7850L
2.5,500,PWS,30-06-16,10-7850L
154.42,3100,WATER,31-07-15,14-1606Q
181.07,3600,WATER,31-08-15,14-1606Q
154.42,3100,WATER,30-09-15,14-1606Q
165.08,3300,WATER,31-10-15,14-1606Q
122.44,2500,WATER,30-11-15,14-1606Q
106.45,2200,WATER,31-12-15,14-1606Q
66.9,1400,WATER,31-01-16,14-1606Q
101.12,2100,WATER,29-02-16,14-1606Q
79.8,1700,WATER,31-03-16,14-1606Q
111.78,2300,WATER,30-04-16,14-1606Q
159.75,3200,WATER,31-05-16,14-1606Q
175.74,3500,WATER,30-06-16,14-1606Q
0,0,PWS,31-07-15,14-1606Q
0,0,PWS,31-08-15,14-1606Q
11.78,3100,PWS,30-09-15,14-1606Q
12.87,3300,PWS,31-10-15,14-1606Q
7.75,2500,PWS,30-11-15,14-1606Q
8.8,2200,PWS,31-12-15,14-1606Q
4.34,1400,PWS,31-01-16,14-1606Q
0,0,PWS,29-02-16,14-1606Q
0,0,PWS,31-03-16,14-1606Q
0,0,PWS,30-04-16,14-1606Q
12.16,3200,PWS,31-05-16,14-1606Q
17.5,3500,PWS,30-06-16,14-1606Q
159.75,3200,WATER,31-07-15,7-9073P
202.39,4000,WATER,31-08-15,7-9073P
186.4,3700,WATER,30-09-15,7-9073P
170.41,3400,WATER,31-10-15,7-9073P
159.75,3200,WATER,30-11-15,7-9073P
122.44,2500,WATER,31-12-15,7-9073P
75.5,1600,WATER,31-01-16,7-9073P
39.2,700,WATER,29-02-16,7-9073P
54,1100,WATER,31-03-16,7-9073P
154.42,3100,WATER,30-04-16,7-9073P
159.75,3200,WATER,31-05-16,7-9073P
202.39,4000,WATER,30-06-16,7-9073P
0,0,PWS,31-07-15,7-9073P
0,0,PWS,31-08-15,7-9073P
14.06,3700,PWS,30-09-15,7-9073P
13.26,3400,PWS,31-10-15,7-9073P
9.92,3200,PWS,30-11-15,7-9073P
10,2500,PWS,31-12-15,7-9073P
4.96,1600,PWS,31-01-16,7-9073P
0,0,PWS,29-02-16,7-9073P
0,0,PWS,31-03-16,7-9073P
0,0,PWS,30-04-16,7-9073P
12.16,3200,PWS,31-05-16,7-9073P
20,4000,PWS,30-06-16,7-9073P
122.44,2500,WATER,31-07-15,12-5867G
133.1,2700,WATER,31-08-15,12-5867G
111.78,2300,WATER,30-09-15,12-5867G
138.43,2800,WATER,31-10-15,12-5867G
111.78,2300,WATER,30-11-15,12-5867G
101.12,2100,WATER,31-12-15,12-5867G
79.8,1700,WATER,31-01-16,12-5867G
21.7,200,WATER,29-02-16,12-5867G
21.7,200,WATER,31-03-16,12-5867G
75.5,1600,WATER,30-04-16,12-5867G
101.12,2100,WATER,31-05-16,12-5867G
106.45,2200,WATER,30-06-16,12-5867G
0,0,PWS,31-07-15,12-5867G
0,0,PWS,31-08-15,12-5867G
8.74,2300,PWS,30-09-15,12-5867G
10.92,2800,PWS,31-10-15,12-5867G
7.13,2300,PWS,30-11-15,12-5867G
8.4,2100,PWS,31-12-15,12-5867G
5.27,1700,PWS,31-01-16,12-5867G
0,0,PWS,29-02-16,12-5867G
0,0,PWS,31-03-16,12-5867G
0,0,PWS,30-04-16,12-5867G
7.98,2100,PWS,31-05-16,12-5867G
11,2200,PWS,30-06-16,12-5867G
75.5,1600,WATER,31-07-15,3-6365Z
85.13,1800,WATER,31-08-15,3-6365Z
71.2,1500,WATER,30-09-15,3-6365Z
101.12,2100,WATER,31-10-15,3-6365Z
75.5,1600,WATER,30-11-15,3-6365Z
49.7,1000,WATER,31-12-15,3-6365Z
46.2,900,WATER,31-01-16,3-6365Z
39.2,700,WATER,29-02-16,3-6365Z
39.2,700,WATER,31-03-16,3-6365Z
49.7,1000,WATER,30-04-16,3-6365Z
71.2,1500,WATER,31-05-16,3-6365Z
101.12,2100,WATER,30-06-16,3-6365Z
0,0,PWS,31-07-15,3-6365Z
0,0,PWS,31-08-15,3-6365Z
5.7,1500,PWS,30-09-15,3-6365Z
8.19,2100,PWS,31-10-15,3-6365Z
4.96,1600,PWS,30-11-15,3-6365Z
4,1000,PWS,31-12-15,3-6365Z
2.79,900,PWS,31-01-16,3-6365Z
0,0,PWS,29-02-16,3-6365Z
0,0,PWS,31-03-16,3-6365Z
0,0,PWS,30-04-16,3-6365Z
5.7,1500,PWS,31-05-16,3-6365Z
10.5,2100,PWS,30-06-16,3-6365Z
79.8,1700,WATER,31-07-15,8-2911A
90.46,1900,WATER,31-08-15,8-2911A
75.5,1600,WATER,30-09-15,8-2911A
79.8,1700,WATER,31-10-15,8-2911A
75.5,1600,WATER,30-11-15,8-2911A
66.9,1400,WATER,31-12-15,8-2911A
54,1100,WATER,31-01-16,8-2911A
42.7,800,WATER,29-02-16,8-2911A
32.2,500,WATER,31-03-16,8-2911A
71.2,1500,WATER,30-04-16,8-2911A
75.5,1600,WATER,31-05-16,8-2911A
95.79,2000,WATER,30-06-16,8-2911A
0,0,PWS,31-07-15,8-2911A
0,0,PWS,31-08-15,8-2911A
6.08,1600,PWS,30-09-15,8-2911A
6.63,1700,PWS,31-10-15,8-2911A
4.96,1600,PWS,30-11-15,8-2911A
5.6,1400,PWS,31-12-15,8-2911A
3.41,1100,PWS,31-01-16,8-2911A
0,0,PWS,29-02-16,8-2911A
0,0,PWS,31-03-16,8-2911A
0,0,PWS,30-04-16,8-2911A
6.08,1600,PWS,31-05-16,8-2911A
10,2000,PWS,30-06-16,8-2911A
79.8,1700,WATER,31-07-15,13-1187C
79.8,1700,WATER,31-08-15,13-1187C
66.9,1400,WATER,30-09-15,13-1187C
90.46,1900,WATER,31-10-15,13-1187C
66.9,1400,WATER,30-11-15,13-1187C
62.6,1300,WATER,31-12-15,13-1187C
42.7,800,WATER,31-01-16,13-1187C
32.2,500,WATER,29-02-16,13-1187C
35.7,600,WATER,31-03-16,13-1187C
39.2,700,WATER,30-04-16,13-1187C
46.2,900,WATER,31-05-16,13-1187C
58.3,1200,WATER,30-06-16,13-1187C
0,0,PWS,31-07-15,13-1187C
0,0,PWS,31-08-15,13-1187C
5.32,1400,PWS,30-09-15,13-1187C
7.41,1900,PWS,31-10-15,13-1187C
4.34,1400,PWS,30-11-15,13-1187C
5.2,1300,PWS,31-12-15,13-1187C
2.48,800,PWS,31-01-16,13-1187C
0,0,PWS,29-02-16,13-1187C
0,0,PWS,31-03-16,13-1187C
0,0,PWS,30-04-16,13-1187C
3.42,900,PWS,31-05-16,13-1187C
6,1200,PWS,30-06-16,13-1187C
79.8,1700,WATER,31-07-15,1-8430O
133.1,2700,WATER,31-08-15,1-8430O
95.79,2000,WATER,30-09-15,1-8430O
85.13,1800,WATER,31-10-15,1-8430O
111.78,2300,WATER,30-11-15,1-8430O
62.6,1300,WATER,31-12-15,1-8430O
42.7,800,WATER,31-01-16,1-8430O
35.7,600,WATER,29-02-16,1-8430O
39.2,700,WATER,31-03-16,1-8430O
46.2,900,WATER,30-04-16,1-8430O
66.9,1400,WATER,31-05-16,1-8430O
79.8,1700,WATER,30-06-16,1-8430O
0,0,PWS,31-07-15,1-8430O
0,0,PWS,31-08-15,1-8430O
7.6,2000,PWS,30-09-15,1-8430O
7.02,1800,PWS,31-10-15,1-8430O
7.13,2300,PWS,30-11-15,1-8430O
5.2,1300,PWS,31-12-15,1-8430O
2.48,800,PWS,31-01-16,1-8430O
0,0,PWS,29-02-16,1-8430O
0,0,PWS,31-03-16,1-8430O
0,0,PWS,30-04-16,1-8430O
5.32,1400,PWS,31-05-16,1-8430O
8.5,1700,PWS,30-06-16,1-8430O
42.7,800,WATER,31-07-15,1-7654P
46.2,900,WATER,31-08-15,1-7654P
42.7,800,WATER,30-09-15,1-7654P
42.7,800,WATER,31-10-15,1-7654P
28.7,400,WATER,30-11-15,1-7654P
28.7,400,WATER,31-12-15,1-7654P
32.2,500,WATER,31-01-16,1-7654P
21.7,200,WATER,29-02-16,1-7654P
21.7,200,WATER,31-03-16,1-7654P
25.2,300,WATER,30-04-16,1-7654P
25.2,300,WATER,31-05-16,1-7654P
32.2,500,WATER,30-06-16,1-7654P
0,0,PWS,31-07-15,1-7654P
0,0,PWS,31-08-15,1-7654P
3.04,800,PWS,30-09-15,1-7654P
3.12,800,PWS,31-10-15,1-7654P
1.24,400,PWS,30-11-15,1-7654P
1.6,400,PWS,31-12-15,1-7654P
1.55,500,PWS,31-01-16,1-7654P
0,0,PWS,29-02-16,1-7654P
0,0,PWS,31-03-16,1-7654P
0,0,PWS,30-04-16,1-7654P
1.14,300,PWS,31-05-16,1-7654P
2.5,500,PWS,30-06-16,1-7654P
117.11,2400,WATER,30-09-15,3-9352L
90.46,1900,WATER,31-10-15,3-9352L
223.71,4400,WATER,30-11-15,3-9352L
71.2,1500,WATER,31-12-15,3-9352L
42.7,800,WATER,31-01-16,3-9352L
28.7,400,WATER,29-02-16,3-9352L
28.7,400,WATER,31-03-16,3-9352L
62.6,1300,WATER,30-04-16,3-9352L
46.2,900,WATER,31-05-16,3-9352L
49.7,1000,WATER,30-06-16,3-9352L
9.12,2400,PWS,30-09-15,3-9352L
7.41,1900,PWS,31-10-15,3-9352L
13.64,4400,PWS,30-11-15,3-9352L
6,1500,PWS,31-12-15,3-9352L
2.48,800,PWS,31-01-16,3-9352L
0,0,PWS,29-02-16,3-9352L
0,0,PWS,31-03-16,3-9352L
0,0,PWS,30-04-16,3-9352L
3.42,900,PWS,31-05-16,3-9352L
5,1000,PWS,30-06-16,3-9352L
175.74,3500,WATER,31-07-15,6-4937T
191.73,3800,WATER,31-08-15,6-4937T
14.7,0,WATER,30-09-15,6-4937T
0,0,PWS,31-07-15,6-4937T
0,0,PWS,31-08-15,6-4937T
0,0,PWS,30-09-15,6-4937T
35.7,600,WATER,31-07-15,14-6475W
46.2,900,WATER,31-08-15,14-6475W
35.7,600,WATER,30-09-15,14-6475W
39.2,700,WATER,31-10-15,14-6475W
39.2,700,WATER,30-11-15,14-6475W
35.7,600,WATER,31-12-15,14-6475W
35.7,600,WATER,31-01-16,14-6475W
32.2,500,WATER,29-02-16,14-6475W
32.2,500,WATER,31-03-16,14-6475W
32.2,500,WATER,30-04-16,14-6475W
32.2,500,WATER,31-05-16,14-6475W
35.7,600,WATER,30-06-16,14-6475W
0,0,PWS,31-07-15,14-6475W
0,0,PWS,31-08-15,14-6475W
2.28,600,PWS,30-09-15,14-6475W
2.73,700,PWS,31-10-15,14-6475W
2.17,700,PWS,30-11-15,14-6475W
2.4,600,PWS,31-12-15,14-6475W
1.86,600,PWS,31-01-16,14-6475W
0,0,PWS,29-02-16,14-6475W
0,0,PWS,31-03-16,14-6475W
0,0,PWS,30-04-16,14-6475W
1.9,500,PWS,31-05-16,14-6475W
3,600,PWS,30-06-16,14-6475W
484.59,8500,WATER,31-07-15,1-4945M
569.61,9800,WATER,31-08-15,1-4945M
543.45,9400,WATER,30-09-15,1-4945M
608.85,10400,WATER,31-10-15,1-4945M
445.35,7900,WATER,30-11-15,1-4945M
478.05,8400,WATER,31-12-15,1-4945M
213.05,4200,WATER,31-01-16,1-4945M
133.1,2700,WATER,29-02-16,1-4945M
314.55,5900,WATER,31-03-16,1-4945M
393.03,7100,WATER,30-04-16,1-4945M
432.27,7700,WATER,31-05-16,1-4945M
491.13,8600,WATER,30-06-16,1-4945M
0,0,PWS,31-07-15,1-4945M
0,0,PWS,31-08-15,1-4945M
35.72,9400,PWS,30-09-15,1-4945M
40.56,10400,PWS,31-10-15,1-4945M
24.49,7900,PWS,30-11-15,1-4945M
33.6,8400,PWS,31-12-15,1-4945M
13.02,4200,PWS,31-01-16,1-4945M
0,0,PWS,29-02-16,1-4945M
0,0,PWS,31-03-16,1-4945M
0,0,PWS,30-04-16,1-4945M
29.26,7700,PWS,31-05-16,1-4945M
43,8600,PWS,30-06-16,1-4945M
45.63,0,WATER,31-07-15,2-9728V
45.63,0,WATER,31-08-15,2-9728V
45.63,0,WATER,30-09-15,2-9728V
45.63,0,WATER,31-10-15,2-9728V
45.63,0,WATER,30-11-15,2-9728V
45.63,0,WATER,31-12-15,2-9728V
45.63,0,WATER,31-01-16,2-9728V
45.63,0,WATER,29-02-16,2-9728V
45.63,0,WATER,31-03-16,2-9728V
45.63,0,WATER,30-04-16,2-9728V
45.63,0,WATER,31-05-16,2-9728V
45.63,0,WATER,30-06-16,2-9728V
0,0,PWS,31-07-15,2-9728V
0,0,PWS,31-08-15,2-9728V
0,0,PWS,30-09-15,2-9728V
0,0,PWS,31-10-15,2-9728V
0,0,PWS,30-11-15,2-9728V
0,0,PWS,31-12-15,2-9728V
0,0,PWS,31-01-16,2-9728V
0,0,PWS,29-02-16,2-9728V
